1988,34,Tom Tolbert,tolbeto01
1988,35,Sylvester Gray,graysy01
1988,36,Ledell Eackles,eacklle01
1988,37,Greg Butler,butlegr01
1988,38,Dean Garrett,garrede01
1988,39,Tito Horford,horfoti01
1988,40,Orlando Graham,grahaor01
1988,41,Keith Smart,smartke01
1988,43,Todd Mitchell,mitchto01
1988,44,Anthony Taylor,tayloan01
1988,45,Tom Garrick,garrito01
1988,46,Morlon Wiley,wileymo01
1988,47,Vernon Maxwell,maxweve01
1988,48,Micheal Williams,willimi02
1988,50,Steve Kerr,kerrst01
1988,51,Rob Lock,lockro01
1988,53,Anthony Mason,masonan01
1988,56,Barry Sumpter,sumptba01
1988,59,Nate Johnston,johnsna01
1988,64,Winston Bennett,bennewi01
1988,65,Corey Gaines,gaineco01
1988,67,Ricky Grace,graceri01
1988,71,Craig Neal,nealcr01
1988,73,Michael Anderson,andermi01
1988,74,Gerald Paddio,paddige01
1989,1,Pervis Ellison,ellispe01
1989,2,Danny Ferry,ferryda01
1989,3,Sean Elliott,elliose01
1989,4,Glen Rice,ricegl01
1989,5,J.R. Reid,reidjr01
1989,6,Stacey King,kingst01
1989,7,George McCloud,mccloge01
1989,8,Randy White,whitera01
1989,9,Tom Hammonds,hammoto01
1989,10,Pooh Richardson,richapo01
1989,11,Nick Anderson,anderni01
1989,12,Mookie Blaylock,blaylmo01
1989,13,Michael Smith,smithmi01
1989,14,Tim Hardaway,hardati01
1989,15,Todd Lichti,lichtto01
1989,16,Dana Barros,barroda01
1989,17,Shawn Kemp,kempsh01
1989,18,B.J. Armstrong,armstbj01
1989,19,Kenny Payne,payneke01
1989,20,Jeff Sanders,sandeje01
1989,21,Blue Edwards,edwarbl01
1989,22,Byron Irvin,irvinby01
1989,23,Roy Marble,marblro01
1989,24,Anthony Cook,cookan01
1989,25,John Morton,mortojo01
1989,26,Vlade Divac,divacvl01
1989,27,Kenny Battle,battlke01
1989,28,Sherman Douglas,douglsh01
1989,29,Dyron Nix,nixdy01
1989,30,Frank Kornet,kornefr01
1989,31,Jeff Martin,martije01
1989,32,Stanley Brundy,brundst01
1989,33,Jay Edwards,edwarja02
1989,34,Gary Leonard,leonaga01
1989,35,Pat Durham,durhapa01
1989,36,Clifford Robinson,robincl02
1989,37,Michael Ansley,anslemi01
1989,38,Doug West,westdo01
1989,39,Ed Horton,hortoed01
1989,40,Dino Rađa,radjadi01
1989,41,Doug Roth,rothdo01
1989,43,Chucky Brown,brownch01
1989,45,Scott Haffner,haffnsc01
1989,46,Ricky Blanton,blantri01
1989,49,Haywoode Workman,workmha01
1989,50,Brian Quinnett,quinnbr01
1989,51,Mike Morrison,morrimi01
1989,52,Greg Grant,grantgr01
1990,1,Derrick Coleman,colemde01
1990,2,Gary Payton,paytoga01
1990,3,Mahmoud Abdul-Rauf,abdulma02
1990,4,Dennis Scott,scottde01
1990,5,Kendall Gill,gillke01
1990,6,Felton Spencer,spencfe01
1990,7,Lionel Simmons,simmoli01
1990,8,Bo Kimble,kimblbo01
1990,9,Willie Burton,burtowi01
1990,10,Rumeal Robinson,robinru01
1990,11,Tyrone Hill,hillty01
1990,12,Alec Kessler,kesslal01
1990,13,Loy Vaught,vaughlo01
1990,14,Travis Mays,maystr01
1990,15,Dave Jamerson,jamerda01
1990,16,Terry Mills,millste01
1990,17,Jerrod Mustaf,mustaje01
1990,18,Duane Causwell,causwdu01
1990,19,Dee Brown,brownde01
1990,20,Gerald Glass,glassge01
1990,21,Jayson Williams,willija01
1990,22,Tate George,georgta01
1990,23,Anthony Bonner,bonnean01
1990,24,Dwayne Schintzius,schindw01
1990,25,Alaa Abdelnaby,abdelal01
1990,26,Lance Blanks,blankla01
1990,27,Elden Campbell,campbel01
1990,28,Les Jepsen,jepsele01
1990,29,Toni Kukoč,kukocto01
1990,30,Carl Herrera,herreca01
1990,31,Negele Knight,knighne01
1990,32,Brian Oliver,olivebr01
1990,33,Walter Palmer,palmewa01
1990,34,Kevin Pritchard,pritcke01
1990,35,Greg Foster,fostegr01
1990,36,Trevor Wilson,wilsotr01
1990,37,A.J. English,engliaj01
1990,38,Jud Buechler,buechju01
1990,39,Steve Scheffler,schefst01
1990,40,Bimbo Coles,colesbi01
1990,41,Steve Bardo,bardost01
1990,42,Marcus Liberty,liberma01
1990,43,Tony Massenburg,masseto01
1990,44,Steve Henson,hensost01
1990,45,Antonio Davis,davisan01
1990,46,Kenny Williams,willike03
1990,47,Derek Strong,stronde01
1990,48,Cedric Ceballos,cebalce01
1990,50,Miloš Babić,babicmi01
1990,51,Tony Smith,smithto02
1990,52,Stefano Rusconi,ruscost01
1990,54,Sean Higgins,higgise01
1991,1,Larry Johnson,johnsla02
1991,2,Kenny Anderson,anderke01
1991,3,Billy Owens,owensbi01
1991,4,Dikembe Mutombo,mutomdi01
1991,5,Steve Smith,smithst01
1991,6,Doug Smith,smithdo03
1991,7,Luc Longley,longllu01
1991,8,Mark Macon,maconma01
1991,9,Stacey Augmon,augmost01
1991,10,Bison Dele,delebi01
1991,11,Terrell Brandon,brandte01
1991,12,Greg Anthony,anthogr01
1991,13,Dale Davis,davisda01
1991,14,Rich King,kingri01
1991,15,Anthony Avent,aventan01
1991,16,Chris Gatling,gatlich01
1991,17,Victor Alexander,alexavi01
1991,18,Kevin Brooks,brookke01
1991,19,LaBradford Smith,smithla02
1991,20,John Turner,turnejo01
1991,21,Eric Murdock,murdoer01
1991,22,LeRon Ellis,ellisle02
1991,23,Stanley Roberts,roberst01
1991,24,Rick Fox,foxri01
1991,26,Mark Randall,randama01
1991,27,Pete Chilcutt,chilcpe01
1991,28,Kevin Lynch,lynchke01
1991,30,Rodney Monroe,monroro01
1991,31,Randy Brown,brownra02
1991,32,Chad Gallagher,gallach01
1991,33,Donald Hodge,hodgedo01
1991,34,Myron Brown,brownmy01
1991,35,Mike Iuzzolino,iuzzomi01
1991,36,Chris Corchiani,corchch01
1991,37,Elliot Perry,perryel01
1991,39,Jimmy Oliver,oliveji01
1991,40,Doug Overton,overtdo01
1991,41,Sean Green,greense01
1991,43,Lamont Strothers,strotla01
1991,45,Bobby Phills,phillbo01
1991,46,Richard Dumas,dumasri02
1991,48,Isaac Austin,austiis01
1991,49,Greg Sutton,suttogr01
1991,51,Žan Tabak,tabakza01
1992,1,Shaquille O'Neal,onealsh01
1992,2,Alonzo Mourning,mournal01
1992,3,Christian Laettner,laettch01
1992,4,Jim Jackson,jacksji01
1992,5,LaPhonso Ellis,ellisla01
1992,6,Tom Gugliotta,guglito01
1992,7,Walt Williams,williwa02
1992,8,Todd Day,dayto01
1992,9,Clarence Weatherspoon,weathcl01
1992,10,Adam Keefe,keefead01
1992,11,Robert Horry,horryro01
1992,12,Harold Miner,minerha01
1992,13,Bryant Stith,stithbr01
1992,14,Malik Sealy,sealyma01
1992,15,Anthony Peeler,peelean01
1992,16,Randy Woods,woodsra01
1992,17,Doug Christie,chrisdo01
1992,18,Tracy Murray,murratr01
1992,19,Don MacLean,macledo01
1992,20,Hubert Davis,davishu01
1992,21,Jon Barry,barryjo01
1992,22,Oliver Miller,milleol01
1992,23,Lee Mayberry,maybele01
1992,24,Latrell Sprewell,sprewla01
1992,25,Elmore Spencer,spencel01
1992,26,Dave Johnson,johnsda01
1992,27,Byron Houston,houstby01
1992,28,Marlon Maxey,maxeyma01
1992,29,P.J. Brown,brownpj01
1992,30,Sean Rooks,rooksse01
1992,31,Reggie Smith,smithre01
1992,32,Brent Price,pricebr01
1992,33,Corey Williams,willico01
1992,34,Chris Smith,smithch03
1992,35,Tony Bennett,benneto01
1992,36,Duane Cooper,coopedu01
1992,37,Isaiah Morris,morriis01
1992,38,Elmer Bennett,benneel01
1992,39,Litterial Green,greenli01
1992,41,Popeye Jones,jonespo01
1992,42,Matt Geiger,geigema01
1992,43,Sasha Danilović,danilsa01
1992,45,Chris King,kingch01
1992,46,Robert Werdann,werdaro01
1992,47,Darren Morningstar,mornida01
