name,slug,college_slug,draft_year,draft_pick,season,school_name,conf_abbr,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,sos-dum,sos
Mark Price,pricema01,mark-price-1,1986,25,1985-86,Georgia Tech,ACC,34,34,35.4,6.9,13.0,.528,,,,,,,3.6,4.3,.855,,,2.8,4.4,1.9,0.1,2.6,1.8,17.4,,11.70
Greg Dreiling,dreilgr01,greg-dreiling-1,1986,26,1981-82,Wichita State,MVC,29,10,18.4,2.8,5.2,.543,,,,,,,2.4,3.2,.753,,,4.2,0.6,0.3,1.2,2.0,2.8,8.1,,3.13
Greg Dreiling,dreilgr01,greg-dreiling-1,1986,26,1982-83,Kansas,Big 8,,,,,,,,,,,,,,,,,,,,,,,,,,4.92
Greg Dreiling,dreilgr01,greg-dreiling-1,1986,26,1983-84,Kansas,Big 8,32,30,23.2,3.8,7.1,.531,,,,,,,2.2,2.9,.742,,,4.8,0.9,0.4,1.2,1.9,3.2,9.7,,5.86
Greg Dreiling,dreilgr01,greg-dreiling-1,1986,26,1984-85,Kansas,Big 8,34,34,29.0,5.1,8.8,.577,,,,,,,3.0,4.1,.727,,,6.9,1.2,0.4,1.6,2.3,3.3,13.1,,6.27
Greg Dreiling,dreilgr01,greg-dreiling-1,1986,26,1985-86,Kansas,Big 8,39,39,26.4,4.6,7.7,.600,,,,,,,2.3,3.3,.711,,,6.7,1.5,0.3,1.2,1.8,3.1,11.6,,10.42
Larry Krystkowiak,krystla01,larry-krystkowiak-1,1986,28,1982-83,Montana,Big Sky,28,2,14.1,1.5,3.5,.433,,,,,,,1.9,2.8,.688,,,4.3,0.3,0.3,0.1,1.0,1.3,4.9,,0.39
Larry Krystkowiak,krystla01,larry-krystkowiak-1,1986,28,1983-84,Montana,Big Sky,30,,35.6,6.2,11.3,.547,,,,,,,5.6,7.0,.805,,,10.5,1.2,0.5,0.3,2.0,2.1,18.0,,-3.09
Larry Krystkowiak,krystla01,larry-krystkowiak-1,1986,28,1984-85,Montana,Big Sky,30,,36.0,7.1,12.2,.585,,,,,,,6.8,8.1,.840,,,10.2,1.4,1.3,0.2,2.5,2.4,21.1,,-1.93
Larry Krystkowiak,krystla01,larry-krystkowiak-1,1986,28,1985-86,Montana,Big Sky,32,32,34.9,8.1,13.9,.578,,,,,,,6.0,7.9,.760,,,11.4,1.5,1.0,0.3,1.8,2.5,22.2,,0.12
Johnny Newman,newmajo01,johnny-newman-1,1986,29,1982-83,Richmond,ECACS,28,,27.3,4.9,9.3,.529,,,,,,,2.5,3.4,.719,,,3.1,0.9,0.9,0.2,2.0,2.5,12.3,,1.31
Johnny Newman,newmajo01,johnny-newman-1,1986,29,1983-84,Richmond,ECACS,32,,37.2,8.5,16.2,.528,,,,,,,4.8,6.2,.787,,,6.1,1.0,1.2,0.9,2.1,3.1,21.9,,1.54
Johnny Newman,newmajo01,johnny-newman-1,1986,29,1984-85,Richmond,ECACS,32,,35.3,8.4,15.3,.551,,,,,,,4.4,5.7,.773,,,5.2,1.2,1.2,0.9,2.6,3.1,21.3,,-1.23
Johnny Newman,newmajo01,johnny-newman-1,1986,29,1985-86,Richmond,CAA,30,,37.4,8.4,16.3,.517,,,,,,,5.1,5.7,.890,,,7.3,0.9,1.2,1.0,1.9,3.0,22.0,,0.92
Nate McMillan,mcmilna01,nate-mcmillan-1,1986,30,1984-85,NC State,ACC,33,32,29.5,2.8,6.3,.454,,,,,,,1.9,2.9,.674,,,5.7,5.1,1.8,1.1,2.6,2.8,7.6,,6.78
Nate McMillan,mcmilna01,nate-mcmillan-1,1986,30,1985-86,NC State,ACC,34,34,35.5,3.7,7.7,.485,,,,,,,1.9,2.6,.733,,,4.6,6.9,2.6,0.8,2.9,2.6,9.4,,10.39
Cedric Henderson,hendece01,cedric-henderson-1,1986,32,1984-85,Georgia,SEC,28,,26.5,6.0,11.0,.544,,,,,,,3.5,5.2,.683,,,7.1,0.9,1.8,1.1,2.0,3.0,15.5,,7.16
Kevin Duckworth,duckwke01,kevin-duckworth-1,1986,33,1982-83,Eastern Illinois,Mid-Cont,30,29,22.3,3.7,7.1,.528,,,,,,,2.1,3.2,.674,,,6.0,0.4,0.3,0.3,2.3,3.3,9.6,,-3.92
Kevin Duckworth,duckwke01,kevin-duckworth-1,1986,33,1983-84,Eastern Illinois,Mid-Cont,28,25,22.9,4.7,7.9,.597,,,,,,,2.2,3.2,.685,,,6.8,0.4,0.4,1.0,1.7,3.6,11.6,,-4.67
Kevin Duckworth,duckwke01,kevin-duckworth-1,1986,33,1984-85,Eastern Illinois,Mid-Cont,28,29,26.2,4.8,9.2,.516,,,,,,,2.3,3.5,.657,,,7.3,0.4,1.7,1.6,1.7,2.0,11.8,,-5.96
Kevin Duckworth,duckwke01,kevin-duckworth-1,1986,33,1985-86,Eastern Illinois,Mid-Cont,32,32,32.0,7.8,12.4,.631,,,,,,,3.9,5.1,.762,,,9.1,0.7,0.7,1.3,2.1,3.5,19.5,,-1.89
Johnny Rogers,rogerjo01,johnny-rogers-1,1986,34,1981-82,Stanford,Pac-10,27,26,28.4,4.9,8.8,.553,,,,,,,2.8,3.4,.817,,,4.7,0.9,0.2,1.0,,2.8,12.5,,4.47
Johnny Rogers,rogerjo01,johnny-rogers-1,1986,34,1982-83,Stanford,Pac-10,28,8,24.0,4.3,7.3,.588,,,,,,,1.8,2.2,.823,,,4.0,0.5,0.6,0.4,,2.7,10.4,,3.10
Johnny Rogers,rogerjo01,johnny-rogers-1,1986,34,1984-85,UC-Irvine,PCAA,30,30,34.8,8.2,15.7,.522,,,,,,,5.1,5.9,.854,,,7.4,1.8,0.8,0.6,2.6,2.9,21.5,,-0.69
Johnny Rogers,rogerjo01,johnny-rogers-1,1986,34,1985-86,UC-Irvine,PCAA,29,,35.5,7.9,15.1,.523,,,,,,,4.2,5.1,.824,,,8.6,2.0,0.5,0.9,2.5,3.3,20.0,,2.57
Milt Wagner,wagnemi01,milt-wagner-1,1986,35,1981-82,Louisville,Metro,32,0,13.9,2.0,4.1,.481,,,,,,,0.3,0.6,.579,,,1.0,1.2,0.4,0.2,1.3,1.5,4.3,,5.44
Milt Wagner,wagnemi01,milt-wagner-1,1986,35,1982-83,Louisville,Metro,36,36,30.9,6.3,12.1,.519,6.3,12.0,.520,0.1,0.1,.500,1.7,2.4,.709,,,2.6,2.5,0.8,0.6,2.4,2.4,14.4,,8.98
Milt Wagner,wagnemi01,milt-wagner-1,1986,35,1983-84,Louisville,Metro,35,35,33.1,6.5,13.1,.498,,,,,,,3.5,4.2,.849,,,2.9,3.9,1.3,0.4,3.2,2.8,16.6,,8.05
Milt Wagner,wagnemi01,milt-wagner-1,1986,35,1984-85,Louisville,Metro,2,2,29.5,5.5,13.5,.407,,,,,,,1.5,1.5,1.000,,,2.5,2.0,0.0,1.5,4.5,1.5,12.5,,8.18
Milt Wagner,wagnemi01,milt-wagner-1,1986,35,1985-86,Louisville,Metro,39,39,33.6,5.6,11.4,.495,,,,,,,3.5,4.1,.862,,,3.1,4.2,1.3,0.3,3.2,2.4,14.8,,10.41
Rafael Addison,addisra01,rafael-addison-1,1986,39,1982-83,Syracuse,Big East,31,1,18.5,3.5,6.8,.521,,,,,,,1.3,2.0,.651,,,3.2,1.2,0.6,0.3,1.3,2.1,8.4,,4.94
Rafael Addison,addisra01,rafael-addison-1,1986,39,1983-84,Syracuse,Big East,32,32,34.5,7.2,12.8,.559,,,,,,,3.3,4.0,.836,,,6.0,2.2,1.3,0.6,2.4,3.3,17.7,,5.56
Rafael Addison,addisra01,rafael-addison-1,1986,39,1984-85,Syracuse,Big East,31,31,35.8,7.6,14.6,.520,,,,,,,3.3,4.5,.727,,,5.8,2.5,1.5,0.6,2.0,2.7,18.4,,7.04
Rafael Addison,addisra01,rafael-addison-1,1986,39,1985-86,Syracuse,Big East,32,32,31.6,6.4,12.0,.532,,,,,,,2.2,2.7,.793,,,5.6,4.2,1.3,0.5,2.2,2.2,15.0,,6.65
Otis Smith,smithot01,otis-smith-1,1986,41,1982-83,Jacksonville,Sun Belt,29,28,33.8,5.9,12.5,.472,5.8,12.2,.476,0.1,0.2,.286,2.4,3.5,.686,,,8.7,0.7,1.2,0.7,2.2,2.8,14.2,,3.13
Otis Smith,smithot01,otis-smith-1,1986,41,1983-84,Jacksonville,Sun Belt,28,28,39.1,6.5,13.4,.488,,,,,,,3.1,4.3,.725,,,7.7,1.3,1.3,1.5,2.3,2.5,16.2,,4.76
Otis Smith,smithot01,otis-smith-1,1986,41,1984-85,Jacksonville,Sun Belt,29,29,35.3,5.2,10.8,.482,,,,,,,2.5,3.4,.737,,,6.8,4.0,2.0,2.6,2.7,2.8,12.9,,3.18
Otis Smith,smithot01,otis-smith-1,1986,41,1985-86,Jacksonville,Sun Belt,31,31,37.5,5.8,12.5,.465,,,,,,,3.6,4.8,.758,,,8.0,3.2,1.9,2.3,2.9,2.6,15.3,,5.77
Dave Feitl,feitlda01,dave-feitl-1,1986,43,1982-83,UTEP,WAC,29,,22.1,3.3,6.6,.497,,,,,,,2.3,3.1,.753,,,4.9,0.7,0.2,0.7,1.8,2.7,8.8,,2.74
Dave Feitl,feitlda01,dave-feitl-1,1986,43,1983-84,UTEP,WAC,31,,18.5,2.6,5.7,.466,,,,,,,1.3,1.9,.667,,,4.3,0.8,0.3,0.8,1.0,2.5,6.6,,3.03
Dave Feitl,feitlda01,dave-feitl-1,1986,43,1984-85,UTEP,WAC,32,,28.5,4.9,9.5,.518,,,,,,,3.7,4.9,.750,,,7.1,1.4,0.4,1.6,1.6,3.2,13.5,,1.46
Dave Feitl,feitlda01,dave-feitl-1,1986,43,1985-86,UTEP,WAC,33,,30.8,6.3,12.5,.505,,,,,,,4.0,5.5,.725,,,6.8,1.2,0.3,1.2,2.2,3.3,16.6,,0.60
David Wingate,wingada01,david-wingate-1,1986,44,1982-83,Georgetown,Big East,32,31,26.7,4.7,10.5,.445,,,,,,,2.7,3.9,.702,,,3.0,2.2,1.3,0.3,2.3,2.8,12.0,,5.41
David Wingate,wingada01,david-wingate-1,1986,44,1983-84,Georgetown,Big East,37,33,27.2,4.4,10.0,.435,,,,,,,2.5,3.5,.721,,,3.6,2.7,1.2,0.1,2.0,1.6,11.2,,5.75
David Wingate,wingada01,david-wingate-1,1986,44,1984-85,Georgetown,Big East,38,,29.7,5.0,10.4,.484,,,,,,,2.4,3.5,.689,,,3.6,3.2,1.6,0.1,2.6,2.4,12.4,,5.76
David Wingate,wingada01,david-wingate-1,1986,44,1985-86,Georgetown,Big East,32,31,29.9,6.1,12.3,.497,,,,,,,3.7,4.8,.755,,,4.0,2.3,1.7,0.2,2.1,2.5,15.9,,6.78
Keith Smith,smithke03,keith-smith-2,1986,45,1982-83,Loyola Marymount,WCAC,27,,24.1,3.4,7.0,.481,,,,,,,1.1,1.8,.612,,,1.9,2.8,,,,2.0,7.9,,-0.21
Keith Smith,smithke03,keith-smith-2,1986,45,1983-84,Loyola Marymount,WCAC,27,,37.9,7.5,15.4,.487,,,,,,,2.9,3.9,.733,,,2.1,6.1,1.0,0.3,3.0,2.4,17.8,,-0.49
Keith Smith,smithke03,keith-smith-2,1986,45,1984-85,Loyola Marymount,WCAC,27,27,38.1,10.5,22.2,.472,,,,,,,4.1,5.9,.700,,,2.9,5.6,1.7,0.2,3.7,3.0,25.1,,-1.39
Keith Smith,smithke03,keith-smith-2,1986,45,1985-86,Loyola Marymount,WCAC,29,29,34.7,8.2,16.4,.500,,,,,,,4.6,5.9,.767,,,1.8,7.0,1.3,0.2,3.6,2.6,21.0,,-1.57
Jeff Hornacek,hornaje01,jeff-hornacek-1,1986,46,1982-83,Iowa State,Big 8,27,13,21.6,2.1,5.0,.422,,,,,,,1.2,1.7,.711,,,2.3,3.0,0.8,0.1,1.7,1.6,5.4,,6.70
Jeff Hornacek,hornaje01,jeff-hornacek-1,1986,46,1983-84,Iowa State,Big 8,29,29,36.7,3.6,7.2,.500,,,,,,,2.9,3.6,.790,,,3.5,6.8,2.1,0.3,3.0,3.2,10.0,,5.06
Jeff Hornacek,hornaje01,jeff-hornacek-1,1986,46,1984-85,Iowa State,Big 8,34,34,36.0,5.1,9.7,.521,,,,,,,2.4,2.8,.844,,,3.6,4.9,1.9,0.3,2.1,2.4,12.5,,5.60
Jeff Hornacek,hornaje01,jeff-hornacek-1,1986,46,1985-86,Iowa State,Big 8,33,33,37.2,5.4,11.2,.478,,,,,,,2.9,3.8,.776,,,3.8,6.6,1.9,0.2,2.4,2.8,13.7,,10.69
Michael Jackson,jacksmi02,michael-jackson-1,1986,47,1982-83,Georgetown,Big East,32,32,26.8,4.0,8.7,.460,,,,,,,3.6,4.3,.832,,,1.6,2.9,1.4,0.1,3.0,3.1,11.6,,5.41
Michael Jackson,jacksmi02,michael-jackson-1,1986,47,1983-84,Georgetown,Big East,31,18,26.9,3.7,7.3,.509,,,,,,,2.7,3.3,.816,,,1.7,4.4,1.1,0.0,2.9,2.2,10.2,,5.75
Michael Jackson,jacksmi02,michael-jackson-1,1986,47,1984-85,Georgetown,Big East,36,,27.2,2.9,6.5,.444,,,,,,,1.5,2.1,.733,,,1.6,6.7,1.4,0.0,2.3,2.3,7.3,,5.76
Michael Jackson,jacksmi02,michael-jackson-1,1986,47,1985-86,Georgetown,Big East,32,32,29.6,4.1,8.1,.500,,,,,,,2.4,3.0,.811,,,2.0,6.3,1.3,0.1,2.8,2.5,10.5,,6.78
Forrest McKenzie,mckenfo01,forrest-mckenzie-1,1986,48,1981-82,Loyola Marymount,WCAC,27,,29.8,6.2,12.7,.490,,,,,,,1.4,1.6,.884,,,5.0,1.1,0.9,0.3,2.1,2.9,13.9,,3.49
Forrest McKenzie,mckenfo01,forrest-mckenzie-1,1986,48,1982-83,Loyola Marymount,WCAC,27,,35.1,8.5,17.4,.486,,,,,,,3.0,3.6,.844,,,7.0,1.2,,,,2.7,20.0,,-0.21
Forrest McKenzie,mckenfo01,forrest-mckenzie-1,1986,48,1983-84,Loyola Marymount,WCAC,27,,36.8,8.8,18.3,.480,,,,,,,3.3,4.1,.809,,,6.4,1.7,1.3,0.2,2.2,3.0,20.9,,-0.49
Forrest McKenzie,mckenfo01,forrest-mckenzie-1,1986,48,1985-86,Loyola Marymount,WCAC,29,28,34.8,8.8,17.4,.508,,,,,,,2.4,3.0,.826,,,7.8,2.0,1.1,0.3,2.4,2.7,20.1,,-1.57
Kevin Henderson,hendeke01,kevin-henderson-1,1986,50,1983-84,Cal State Fullerton,PCAA,22,4,15.0,2.2,4.4,.510,,,,,,,0.8,1.3,.586,,,1.1,0.9,0.5,0.0,1.0,2.5,5.2,,1.47
Kevin Henderson,hendeke01,kevin-henderson-1,1986,50,1984-85,Cal State Fullerton,PCAA,30,30,36.0,6.5,12.9,.501,,,,,,,3.5,4.6,.748,,,2.7,3.9,0.8,0.2,2.8,3.1,16.4,,-0.93
Kevin Henderson,hendeke01,kevin-henderson-1,1986,50,1985-86,Cal State Fullerton,PCAA,21,17,27.4,6.0,11.3,.525,,,,,,,4.0,4.9,.816,,,1.9,4.0,1.1,0.0,2.6,2.7,15.9,,1.74
Mike Williams,willimi03,mike-williams-1,1986,51,1981-82,Cincinnati,Metro,26,23,29.0,4.0,8.4,.482,,,,,,,1.9,3.2,.602,,,7.4,0.7,0.5,0.5,1.8,2.8,10.0,,4.62
Mike Williams,willimi03,mike-williams-1,1986,51,1982-83,Cincinnati,Metro,11,11,28.7,5.6,11.0,.512,,,,,,,2.1,2.3,.920,,,7.8,0.6,0.4,0.4,1.5,2.5,13.4,,5.73
Mike Williams,willimi03,mike-williams-1,1986,51,1984-85,Bradley,MVC,30,29,29.3,4.6,8.5,.535,,,,,,,2.6,4.2,.627,,,6.4,0.9,0.7,0.5,2.9,3.7,11.8,,4.33
Mike Williams,willimi03,mike-williams-1,1986,51,1985-86,Bradley,MVC,35,35,30.4,5.7,9.3,.610,,,,,,,2.6,4.7,.561,,,7.1,0.9,0.7,1.0,2.4,3.1,14.0,,2.58
Ricky Wilson,wilsori02,ricky-wilson-1,1986,52,1982-83,George Mason,ECACS,27,15,23.9,3.3,6.9,.481,,,,,,,1.4,2.0,.698,,,1.9,2.4,0.7,0.1,1.9,2.0,8.0,,-3.96
Ricky Wilson,wilsori02,ricky-wilson-1,1986,52,1983-84,George Mason,ECACS,28,,34.5,6.4,13.5,.472,,,,,,,2.9,4.4,.645,,,4.3,2.4,1.0,0.0,2.3,2.8,15.6,,-4.28
Ricky Wilson,wilsori02,ricky-wilson-1,1986,52,1984-85,George Mason,ECACS,29,29,34.5,4.8,10.3,.463,,,,,,,3.1,4.3,.722,,,3.1,5.2,1.6,0.1,3.7,2.9,12.7,,-3.63
Ricky Wilson,wilsori02,ricky-wilson-1,1986,52,1985-86,George Mason,CAA,32,32,32.8,5.6,11.6,.482,,,,,,,3.9,5.7,.687,,,3.1,3.8,1.1,0.2,2.7,2.4,15.1,,-0.22
Tod Murphy,murphto01,tod-murphy-1,1986,53,1982-83,UC-Irvine,PCAA,28,14,25.1,3.2,6.1,.517,,,,,,,2.4,3.3,.710,,,5.4,1.4,0.5,0.4,2.0,2.1,8.7,,3.30
Tod Murphy,murphto01,tod-murphy-1,1986,53,1983-84,UC-Irvine,PCAA,29,29,30.1,5.3,9.2,.575,,,,,,,3.8,4.7,.815,,,7.0,1.7,0.8,0.4,1.9,2.7,14.4,,2.26
Tod Murphy,murphto01,tod-murphy-1,1986,53,1984-85,UC-Irvine,PCAA,30,30,34.9,6.3,11.3,.559,6.3,11.2,.561,0.0,0.1,.333,4.3,5.1,.850,,,8.9,1.6,1.1,0.2,2.3,2.7,17.0,,-0.69
Tod Murphy,murphto01,tod-murphy-1,1986,53,1985-86,UC-Irvine,PCAA,30,,37.2,7.0,12.6,.558,7.0,12.6,.557,0.0,0.0,1.000,6.1,8.1,.746,,,7.2,2.1,0.9,0.4,2.6,3.0,20.1,,2.57
Dwayne Polee,poleedw01,dwayne-polee-1,1986,54,1981-82,UNLV,Ind,27,5,22.5,3.0,5.7,.523,,,,,,,2.4,3.6,.670,,,3.5,1.3,1.0,0.2,,3.2,8.4,,4.19
Dwayne Polee,poleedw01,dwayne-polee-1,1986,54,1982-83,Pepperdine,WCAC,,,,,,,,,,,,,,,,,,,,,,,,,,0.69
Dwayne Polee,poleedw01,dwayne-polee-1,1986,54,1983-84,Pepperdine,WCAC,27,,26.5,3.8,7.9,.486,,,,,,,3.4,4.6,.734,,,4.0,2.1,1.2,0.2,2.1,2.9,11.0,,0.82
Dwayne Polee,poleedw01,dwayne-polee-1,1986,54,1984-85,Pepperdine,WCAC,32,32,33.2,5.5,11.7,.472,,,,,,,4.7,5.8,.805,,,3.5,4.8,1.4,0.1,3.1,2.7,15.7,,-1.26
Dwayne Polee,poleedw01,dwayne-polee-1,1986,54,1985-86,Pepperdine,WCAC,30,,31.5,6.0,11.1,.538,,,,,,,3.8,5.1,.750,,,2.8,4.2,1.5,0.3,2.9,2.8,15.7,,-0.79
Kenny Gattison,gattike01,kenny-gattison-1,1986,55,1982-83,Old Dominion,Sun Belt,29,18,24.3,3.2,6.4,.503,,,,,,,1.9,2.7,.705,,,7.5,0.6,0.5,0.6,1.9,1.7,8.4,,2.57
Kenny Gattison,gattike01,kenny-gattison-1,1986,55,1983-84,Old Dominion,Sun Belt,31,31,29.5,4.1,8.3,.494,,,,,,,2.9,4.4,.650,,,7.1,0.5,1.2,0.9,1.6,3.0,11.1,,2.14
Kenny Gattison,gattike01,kenny-gattison-1,1986,55,1984-85,Old Dominion,Sun Belt,31,,28.7,6.2,11.5,.538,,,,,,,3.7,6.0,.610,,,8.3,0.5,0.9,0.9,2.2,2.8,16.1,,6.10
Kenny Gattison,gattike01,kenny-gattison-1,1986,55,1985-86,Old Dominion,Sun Belt,31,31,32.5,7.0,11.0,.637,,,,,,,3.3,4.9,.673,,,7.8,1.0,1.0,1.6,2.5,2.9,17.4,,5.48
Bruce Douglas,douglbr01,bruce-douglas-1,1986,57,1982-83,Illinois,Big Ten,32,27,31.8,3.7,8.0,.459,3.7,7.9,.462,0.0,0.1,.250,2.0,2.8,.719,,,2.7,5.9,2.4,0.2,2.7,2.2,9.4,,7.07
Bruce Douglas,douglbr01,bruce-douglas-1,1986,57,1983-84,Illinois,Big Ten,31,30,35.9,5.1,10.9,.472,,,,,,,2.6,3.5,.743,,,4.4,5.7,2.4,0.2,2.7,2.2,12.9,,8.00
Bruce Douglas,douglbr01,bruce-douglas-1,1986,57,1984-85,Illinois,Big Ten,35,31,33.5,3.4,8.8,.384,,,,,,,1.2,1.6,.737,,,3.1,5.7,2.4,0.2,3.1,2.1,7.9,,8.13
Bruce Douglas,douglbr01,bruce-douglas-1,1986,57,1985-86,Illinois,Big Ten,32,29,33.4,3.7,7.8,.476,,,,,,,1.5,1.9,.783,,,2.8,6.2,2.8,0.3,1.7,2.1,8.8,,9.44
Dave Henderson,hendeda01,dave-henderson-1,1986,58,1982-83,Duke,ACC,28,,24.9,3.6,8.5,.420,,,,,,,1.6,1.9,.833,,,4.3,,,,,,9.1,,6.42
Dave Henderson,hendeda01,dave-henderson-1,1986,58,1983-84,Duke,ACC,33,,26.6,4.6,9.6,.481,,,,,,,4.2,5.8,.725,,,3.3,2.3,,,,,13.5,,6.92
Dave Henderson,hendeda01,dave-henderson-1,1986,58,1984-85,Duke,ACC,28,,23.6,4.1,8.3,.498,,,,,,,3.0,5.3,.578,,,3.5,1.8,,,,,11.3,,7.38
Dave Henderson,hendeda01,dave-henderson-1,1986,58,1985-86,Duke,ACC,39,,27.9,5.6,10.7,.518,,,,,,,3.1,4.1,.744,,,4.8,2.4,1.3,0.1,,,14.2,,9.49
John Shasky,shaskjo01,john-shasky-1,1986,61,1982-83,Minnesota,Big Ten,26,,6.0,0.9,1.8,.500,,,,,,,0.4,0.9,.435,,,1.7,0.3,0.0,0.3,0.7,0.6,2.2,,6.45
John Shasky,shaskjo01,john-shasky-1,1986,61,1983-84,Minnesota,Big Ten,28,,26.0,2.5,5.2,.483,,,,,,,1.6,2.5,.638,,,5.5,0.7,0.5,0.7,1.7,2.4,6.6,,7.37
John Shasky,shaskjo01,john-shasky-1,1986,61,1984-85,Minnesota,Big Ten,28,,34.0,5.4,9.6,.567,,,,,,,2.8,3.9,.700,,,6.8,1.0,0.6,1.2,1.9,2.9,13.6,,8.75
John Shasky,shaskjo01,john-shasky-1,1986,61,1985-86,Minnesota,Big Ten,30,30,35.6,5.8,11.1,.524,,,,,,,3.4,5.1,.664,,,7.0,0.7,0.5,1.9,1.5,2.7,15.0,,10.34
Dave Hoppen,hoppeda01,dave-hoppen-1,1986,65,1982-83,Nebraska,Big 8,32,32,25.9,5.1,9.7,.524,,,,,,,3.7,5.0,.748,,,5.0,1.3,0.5,0.6,2.0,3.3,13.9,,6.33
Dave Hoppen,hoppeda01,dave-hoppen-1,1986,65,1983-84,Nebraska,Big 8,30,30,35.3,7.3,12.2,.599,,,,,,,5.3,6.9,.760,,,6.9,1.3,0.3,0.4,2.5,3.6,19.9,,5.55
Dave Hoppen,hoppeda01,dave-hoppen-1,1986,65,1984-85,Nebraska,Big 8,30,30,38.5,9.0,13.9,.646,,,,,,,5.5,7.0,.781,,,8.6,1.3,0.8,0.4,1.9,3.3,23.5,,5.34
Dave Hoppen,hoppeda01,dave-hoppen-1,1986,65,1985-86,Nebraska,Big 8,19,19,35.2,7.9,12.9,.616,,,,,,,6.2,7.7,.803,,,7.7,1.6,0.7,0.6,1.8,2.9,22.1,,8.92
Anthony Bowie,bowiean01,anthony-bowie-1,1986,66,1984-85,Oklahoma,Big 8,37,37,34.6,5.5,10.6,.515,,,,,,,2.5,3.2,.773,,,5.8,5.3,1.5,0.2,2.3,2.8,13.4,,5.61
Anthony Bowie,bowiean01,anthony-bowie-1,1986,66,1985-86,Oklahoma,Big 8,35,33,33.4,5.8,11.5,.502,,,,,,,1.8,2.2,.808,,,4.6,4.7,1.6,0.5,2.2,2.8,13.3,,8.49
Ron Rowan,rowanro01,ron-rowan-1,1986,67,1981-82,Notre Dame,Ind,23,0,16.8,2.3,5.0,.456,,,,,,,1.3,1.8,.738,,,2.0,0.4,0.3,0.0,,1.7,5.9,,5.44
Ron Rowan,rowanro01,ron-rowan-1,1986,67,1982-83,Notre Dame,Ind,13,0,8.7,1.3,2.7,.486,,,,,,,0.4,0.5,.714,,,1.3,0.6,0.3,0.0,,0.7,3.0,,1.68
Ron Rowan,rowanro01,ron-rowan-1,1986,67,1984-85,St. John's (NY),Big East,28,,11.0,1.3,2.9,.463,,,,,,,0.9,1.2,.758,,,1.0,0.7,0.5,0.0,1.0,1.3,3.5,,7.06
Ron Rowan,rowanro01,ron-rowan-1,1986,67,1985-86,St. John's (NY),Big East,36,36,37.8,5.9,11.2,.525,,,,,,,2.4,2.8,.871,,,2.8,4.4,1.1,0.1,2.3,2.1,14.2,,6.26
Andre Turner,turnean01,andre-turner-1,1986,69,1982-83,Memphis,Metro,31,,32.5,4.1,7.9,.518,,,,,,,1.7,2.2,.806,,,1.1,4.1,2.4,0.1,3.9,2.0,9.9,,5.12
Andre Turner,turnean01,andre-turner-1,1986,69,1983-84,Memphis,Metro,33,,31.9,3.2,7.1,.457,,,,,,,1.8,2.6,.667,,,1.4,4.5,1.8,0.1,3.0,2.1,8.2,,4.80
Andre Turner,turnean01,andre-turner-1,1986,69,1984-85,Memphis,Metro,34,,34.0,4.5,9.1,.498,,,,,,,2.4,3.3,.714,,,2.3,6.6,1.6,0.1,2.6,1.8,11.4,,5.71
Andre Turner,turnean01,andre-turner-1,1986,69,1985-86,Memphis,Metro,34,,33.4,5.8,12.1,.478,,,,,,,2.4,2.8,.854,,,2.0,7.7,2.6,0.1,3.1,2.3,13.9,,5.48
Jim Les,lesji01,jim-les-1,1986,70,1981-82,Cleveland State,Ind,27,24,,2.6,5.6,.467,,,,,,,1.9,2.4,.773,,,2.5,5.9,0.1,0.1,,2.5,7.1,,-7.42
Jim Les,lesji01,jim-les-1,1986,70,1982-83,Cleveland State,Mid-Cont,4,4,,3.5,7.5,.467,,,,,,,1.0,1.5,.667,,,5.8,7.3,2.3,0.0,5.3,1.8,8.0,,-7.29
Jim Les,lesji01,jim-les-1,1986,70,1983-84,Bradley,MVC,22,22,36.4,2.2,5.4,.412,,,,,,,1.9,2.6,.707,,,2.1,7.2,1.6,0.0,2.8,3.2,6.3,,0.48
Jim Les,lesji01,jim-les-1,1986,70,1984-85,Bradley,MVC,30,30,37.5,3.6,7.2,.498,,,,,,,2.4,2.8,.855,,,3.3,8.8,1.3,0.0,2.6,2.8,9.5,,4.33
Jim Les,lesji01,jim-les-1,1986,70,1985-86,Bradley,MVC,35,35,36.5,5.7,11.7,.485,,,,,,,2.9,3.9,.756,,,3.4,7.9,1.5,0.1,2.7,2.5,14.2,,2.58
Scott Meents,meentsc01,scott-meents-1,1986,74,1982-83,Illinois,Big Ten,29,0,8.2,1.2,2.5,.466,1.2,2.5,.466,0.0,0.0,,0.4,0.6,.765,,,1.2,0.9,0.2,0.5,0.6,1.1,2.8,,7.07
Scott Meents,meentsc01,scott-meents-1,1986,74,1983-84,Illinois,Big Ten,28,6,16.6,2.2,4.8,.455,,,,,,,0.8,1.2,.697,,,3.3,1.2,0.3,0.9,1.3,2.1,5.2,,8.00
Scott Meents,meentsc01,scott-meents-1,1986,74,1984-85,Illinois,Big Ten,35,10,18.6,2.4,5.0,.480,,,,,,,0.7,1.1,.676,,,3.2,2.5,0.5,0.7,1.3,1.9,5.5,,8.13
