name,slug,college_slug,draft_year,draft_pick,season,school_name,conf_abbr,g,gs,mp_per_g,fg_per_g,fga_per_g,fg_pct,fg2_per_g,fg2a_per_g,fg2_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g,sos-dum,sos
Trey Thompkins,thomptr02,trey-thompkins-1,2011,37,2009-10,Georgia,SEC,31,29,31.0,6.7,13.8,.483,5.9,11.9,.500,0.7,2.0,.377,3.6,4.7,.762,2.1,6.2,8.3,1.9,1.0,1.2,2.9,2.6,17.7,,8.04
Trey Thompkins,thomptr02,trey-thompkins-1,2011,37,2010-11,Georgia,SEC,30,29,31.2,6.5,13.4,.481,5.7,11.0,.520,0.8,2.5,.311,2.7,4.0,.689,1.9,5.8,7.6,1.4,1.1,1.7,2.5,2.2,16.4,,6.13
Chandler Parsons,parsoch01,chandler-parsons-1,2011,38,2007-08,Florida,SEC,36,0,20.7,2.9,6.1,.472,1.9,3.1,.618,1.0,3.0,.324,1.4,2.3,.627,1.3,2.7,4.0,1.4,0.5,0.2,1.0,1.7,8.1,,4.98
Chandler Parsons,parsoch01,chandler-parsons-1,2011,38,2008-09,Florida,SEC,36,28,26.0,3.6,7.7,.460,2.5,4.3,.587,1.0,3.4,.301,1.1,1.9,.557,2.0,3.7,5.7,1.8,1.1,0.4,1.4,2.4,9.2,,3.88
Chandler Parsons,parsoch01,chandler-parsons-1,2011,38,2009-10,Florida,SEC,34,18,31.0,4.1,8.4,.493,3.0,5.3,.572,1.1,3.1,.358,2.9,4.4,.662,2.3,4.6,6.9,2.6,1.1,0.1,2.0,2.1,12.4,,7.16
Chandler Parsons,parsoch01,chandler-parsons-1,2011,38,2010-11,Florida,SEC,36,35,34.1,4.3,9.0,.480,3.1,5.7,.544,1.2,3.3,.368,1.5,2.7,.557,2.1,5.7,7.8,3.8,0.9,0.4,2.3,1.9,11.3,,7.57
Jon Leuer,leuerjo01,jon-leuer-1,2011,40,2007-08,Wisconsin,Big Ten,32,0,8.6,1.1,2.3,.472,0.7,1.4,.478,0.4,0.8,.462,0.4,0.9,.483,0.6,0.7,1.3,0.4,0.1,0.1,0.6,0.4,2.9,,6.73
Jon Leuer,leuerjo01,jon-leuer-1,2011,40,2008-09,Wisconsin,Big Ten,33,12,21.3,3.5,7.5,.466,3.0,5.8,.513,0.5,1.6,.296,1.4,2.3,.605,1.4,2.5,3.8,0.8,0.5,0.6,1.3,1.9,8.8,,8.43
Jon Leuer,leuerjo01,jon-leuer-1,2011,40,2009-10,Wisconsin,Big Ten,24,22,28.8,5.9,11.3,.522,5.2,9.4,.549,0.8,1.9,.391,2.8,3.9,.720,1.5,4.3,5.8,1.6,0.5,1.3,1.0,2.1,15.4,,7.66
Jon Leuer,leuerjo01,jon-leuer-1,2011,40,2010-11,Wisconsin,Big Ten,34,34,33.5,6.7,14.2,.470,5.1,9.9,.513,1.6,4.3,.370,3.3,3.9,.843,1.7,5.6,7.2,1.6,0.5,0.9,1.6,2.2,18.3,,9.41
Darius Morris,morrida01,darius-morris-1,2011,41,2009-10,Michigan,Big Ten,32,19,24.3,1.6,4.0,.406,1.4,2.8,.506,0.2,1.2,.179,0.9,1.4,.630,0.4,1.4,1.8,2.6,0.6,0.2,1.6,1.9,4.4,,9.37
Darius Morris,morrida01,darius-morris-1,2011,41,2010-11,Michigan,Big Ten,35,34,34.8,5.7,11.7,.489,5.3,9.9,.533,0.5,1.8,.250,3.1,4.3,.715,0.9,3.1,4.0,6.7,1.0,0.0,2.9,2.1,15.0,,10.68
Malcolm Lee,leema01,malcolm-lee-1,2011,43,2008-09,UCLA,Pac-10,29,0,10.7,1.3,2.6,.500,1.1,1.9,.571,0.2,0.7,.300,0.3,0.8,.417,0.6,1.0,1.5,0.6,0.5,0.1,0.8,1.3,3.2,,7.18
Malcolm Lee,leema01,malcolm-lee-1,2011,43,2009-10,UCLA,Pac-10,32,32,34.8,4.2,9.6,.432,3.3,6.4,.522,0.8,3.2,.252,3.0,4.3,.706,1.3,3.2,4.4,3.1,1.1,0.3,2.6,2.3,12.1,,7.86
Malcolm Lee,leema01,malcolm-lee-1,2011,43,2010-11,UCLA,Pac-10,33,33,33.1,4.3,9.8,.437,3.1,5.8,.534,1.2,4.0,.295,3.4,4.4,.778,0.7,2.4,3.1,2.0,0.7,0.2,1.7,2.4,13.1,,7.93
Charles Jenkins,jenkich01,charles-jenkins-1,2011,44,2007-08,Hofstra,CAA,29,29,34.6,5.5,11.7,.471,4.8,9.6,.502,0.7,2.1,.328,3.3,4.2,.780,1.6,3.0,4.6,2.1,1.7,0.5,3.3,2.7,15.0,,-3.00
Charles Jenkins,jenkich01,charles-jenkins-1,2011,44,2008-09,Hofstra,CAA,32,32,35.1,6.3,15.7,.404,5.4,12.6,.426,1.0,3.1,.313,6.0,7.3,.821,0.9,3.9,4.8,4.3,1.4,0.5,3.3,2.6,19.7,,-2.90
Charles Jenkins,jenkich01,charles-jenkins-1,2011,44,2009-10,Hofstra,CAA,34,34,36.3,6.9,15.6,.443,5.1,11.1,.456,1.9,4.5,.409,5.0,6.2,.805,1.1,3.4,4.5,3.9,1.8,0.6,3.2,2.6,20.6,,-0.02
Charles Jenkins,jenkich01,charles-jenkins-1,2011,44,2010-11,Hofstra,CAA,33,33,37.3,7.5,14.6,.517,5.5,9.8,.563,2.0,4.8,.420,5.5,6.7,.824,0.5,2.8,3.4,4.8,1.7,0.7,2.2,2.0,22.6,,0.13
Josh Harrellson,harrejo01,josh-harrellson-1,2011,45,2008-09,Kentucky,SEC,34,2,9.3,1.4,3.0,.447,1.2,2.6,.466,0.1,0.4,.333,0.8,1.1,.722,0.9,1.6,2.5,0.3,0.3,0.6,0.8,1.1,3.6,,4.82
Josh Harrellson,harrejo01,josh-harrellson-1,2011,45,2009-10,Kentucky,SEC,22,0,4.0,0.5,1.2,.462,0.5,1.0,.455,0.1,0.2,.500,0.1,0.1,1.000,0.4,0.8,1.2,0.0,0.1,0.3,0.3,0.4,1.3,,6.82
Josh Harrellson,harrejo01,josh-harrellson-1,2011,45,2010-11,Kentucky,SEC,38,38,28.5,3.3,5.5,.611,3.3,5.2,.631,0.1,0.3,.200,0.9,1.5,.589,3.7,5.0,8.7,0.8,0.9,1.5,0.7,2.4,7.6,,8.91
Andrew Goudelock,goudean01,andrew-goudelock-1,2011,46,2007-08,College of Charleston,Southern,33,18,29.0,5.1,10.8,.466,2.8,5.6,.508,2.2,5.2,.422,0.8,0.9,.871,0.6,1.9,2.5,2.1,1.0,0.2,1.7,1.3,13.2,,-2.31
Andrew Goudelock,goudean01,andrew-goudelock-1,2011,46,2008-09,College of Charleston,Southern,36,35,31.1,6.1,13.4,.459,3.5,7.4,.475,2.6,6.0,.440,1.8,2.1,.867,0.5,2.0,2.5,1.9,0.7,0.3,1.9,1.2,16.7,,-5.87
Andrew Goudelock,goudean01,andrew-goudelock-1,2011,46,2009-10,College of Charleston,Southern,34,34,35.6,7.4,16.3,.451,4.5,9.0,.498,2.9,7.3,.393,1.8,2.2,.824,0.7,3.6,4.4,3.9,1.1,0.4,2.0,1.7,19.4,,-2.46
Andrew Goudelock,goudean01,andrew-goudelock-1,2011,46,2010-11,College of Charleston,Southern,37,37,35.2,8.6,18.9,.455,5.1,10.2,.496,3.5,8.7,.407,3.0,3.6,.821,0.7,3.2,3.9,4.2,0.9,0.2,3.2,1.8,23.7,,-1.04
Travis Leslie,leslitr01,travis-leslie-1,2011,47,2008-09,Georgia,SEC,26,4,14.3,2.7,6.1,.447,2.7,6.0,.455,0.0,0.1,.000,0.9,1.5,.575,1.5,2.4,3.9,0.6,0.8,0.5,1.0,1.2,6.3,,5.50
Travis Leslie,leslitr01,travis-leslie-1,2011,47,2009-10,Georgia,SEC,31,31,29.4,5.5,11.2,.487,5.3,10.8,.485,0.2,0.4,.545,3.7,5.0,.735,3.1,3.7,6.8,2.5,1.3,1.0,2.6,2.1,14.8,,8.04
Travis Leslie,leslitr01,travis-leslie-1,2011,47,2010-11,Georgia,SEC,33,33,32.2,5.4,10.9,.492,5.0,9.6,.517,0.4,1.3,.302,3.3,4.1,.801,3.2,4.0,7.2,2.9,1.2,0.6,2.2,1.9,14.4,,6.13
Keith Benson,bensoke02,keith-benson-1,2011,48,2007-08,Oakland,Summit,29,20,13.4,1.9,3.7,.505,1.9,3.7,.505,0.0,0.0,,1.5,2.3,.667,1.2,2.3,3.5,0.1,0.2,1.4,0.7,1.8,5.2,,-0.81
Keith Benson,bensoke02,keith-benson-1,2011,48,2008-09,Oakland,Summit,36,36,27.8,5.3,8.5,.622,5.3,8.5,.624,0.0,0.0,.000,3.7,5.6,.667,2.6,5.2,7.8,0.7,0.6,2.4,1.1,3.2,14.3,,-1.60
Keith Benson,bensoke02,keith-benson-1,2011,48,2009-10,Oakland,Summit,35,35,31.3,5.9,11.1,.533,5.9,11.0,.535,0.1,0.1,.400,5.4,7.5,.724,3.2,7.3,10.5,0.8,0.4,3.3,1.7,3.0,17.3,,-2.96
Keith Benson,bensoke02,keith-benson-1,2011,48,2010-11,Oakland,Summit,35,35,32.4,6.6,12.1,.547,6.3,11.4,.556,0.3,0.7,.391,4.5,7.0,.643,2.7,7.5,10.1,1.1,0.8,3.6,1.9,3.1,17.9,,0.10
Josh Selby,selbyjo01,josh-selby-1,2011,49,2010-11,Kansas,Big 12,26,11,20.4,2.8,7.4,.373,1.5,3.8,.384,1.3,3.6,.362,1.1,1.4,.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,,7.62
Lavoy Allen,allenla01,lavoy-allen-1,2011,50,2007-08,Temple,A-10,34,32,29.2,3.4,6.1,.558,3.4,6.0,.562,0.1,0.1,.400,1.2,1.7,.737,2.0,3.6,5.7,1.6,0.5,1.5,1.2,3.1,8.1,,4.57
Lavoy Allen,allenla01,lavoy-allen-1,2011,50,2008-09,Temple,A-10,33,31,31.3,4.6,7.9,.579,4.4,7.3,.600,0.2,0.6,.333,1.6,2.5,.642,3.9,5.1,9.0,2.1,0.4,1.5,1.3,2.4,10.9,,3.90
Lavoy Allen,allenla01,lavoy-allen-1,2011,50,2009-10,Temple,A-10,35,34,34.5,4.9,9.1,.536,4.7,8.5,.561,0.1,0.7,.217,1.6,2.5,.625,3.5,7.2,10.7,2.4,0.5,1.4,1.5,2.2,11.5,,4.27
Lavoy Allen,allenla01,lavoy-allen-1,2011,50,2010-11,Temple,A-10,33,33,33.9,4.7,9.7,.480,4.5,9.2,.490,0.2,0.5,.294,2.1,3.0,.697,2.7,5.9,8.6,2.3,0.7,1.8,1.6,2.3,11.6,,4.23
Jon Diebler,diebljo01,jon-diebler-1,2011,51,2007-08,Ohio State,Big Ten,37,8,21.1,1.7,5.6,.304,0.4,1.1,.366,1.3,4.5,.289,1.2,1.5,.782,0.4,2.0,2.3,1.2,0.7,0.2,1.2,1.2,5.9,,7.97
Jon Diebler,diebljo01,jon-diebler-1,2011,51,2008-09,Ohio State,Big Ten,33,33,36.7,3.5,8.4,.421,0.6,1.4,.447,2.9,7.0,.416,1.2,1.5,.800,0.3,3.3,3.6,2.5,1.0,0.3,1.6,1.3,11.2,,8.23
Jon Diebler,diebljo01,jon-diebler-1,2011,51,2009-10,Ohio State,Big Ten,37,37,37.2,4.0,9.1,.438,0.9,1.7,.516,3.1,7.5,.420,1.9,2.1,.873,0.2,2.5,2.8,1.5,1.1,0.1,1.0,1.8,13.0,,7.37
Jon Diebler,diebljo01,jon-diebler-1,2011,51,2010-11,Ohio State,Big Ten,37,36,35.7,3.9,7.7,.507,0.8,1.6,.525,3.1,6.1,.502,1.7,2.1,.810,0.4,2.3,2.6,2.4,1.0,0.1,0.9,1.0,12.6,,8.38
Vernon Macklin,macklve01,vernon-macklin-1,2011,52,2006-07,Georgetown,Big East,31,0,9.8,1.3,1.7,.741,1.3,1.7,.741,0.0,0.0,,0.3,0.7,.435,0.7,0.7,1.5,0.5,0.0,0.1,0.5,1.0,2.9,,9.48
Vernon Macklin,macklve01,vernon-macklin-1,2011,52,2007-08,Georgetown,Big East,34,0,12.8,1.5,2.6,.598,1.5,2.5,.605,0.0,0.0,.000,0.4,1.4,.250,0.9,1.3,2.1,0.6,0.2,0.7,0.8,1.7,3.4,,7.23
Vernon Macklin,macklve01,vernon-macklin-1,2011,52,2009-10,Florida,SEC,34,34,25.3,4.6,7.6,.607,4.6,7.6,.607,0.0,0.0,,1.4,2.4,.588,2.7,2.9,5.5,0.8,0.6,0.9,1.4,2.4,10.6,,7.16
Vernon Macklin,macklve01,vernon-macklin-1,2011,52,2010-11,Florida,SEC,37,35,24.5,5.2,8.7,.593,5.2,8.7,.593,0.0,0.0,,1.2,2.8,.451,2.2,3.2,5.4,0.8,0.4,0.7,1.7,2.5,11.6,,7.57
DeAndre Liggins,liggide01,deandre-liggins-1,2011,53,2008-09,Kentucky,SEC,33,1,16.5,1.4,3.8,.362,1.0,2.3,.447,0.4,1.5,.235,1.1,1.6,.673,0.2,2.2,2.3,2.8,0.7,0.4,2.3,1.6,4.2,,4.82
DeAndre Liggins,liggide01,deandre-liggins-1,2011,53,2009-10,Kentucky,SEC,29,0,15.3,1.2,3.0,.419,0.8,1.4,.524,0.5,1.5,.318,0.8,1.3,.590,0.6,1.7,2.3,0.8,0.7,0.3,0.6,1.4,3.8,,6.82
DeAndre Liggins,liggide01,deandre-liggins-1,2011,53,2010-11,Kentucky,SEC,38,28,31.6,2.9,6.9,.424,2.0,4.5,.442,0.9,2.4,.391,1.8,2.8,.648,0.6,3.4,4.0,2.5,1.2,0.7,1.4,2.5,8.6,,8.91
E'Twaun Moore,mooreet01,etwaun-moore-1,2011,55,2007-08,Purdue,Big Ten,34,31,30.6,4.7,10.6,.443,2.7,6.1,.449,1.9,4.5,.434,1.6,2.2,.716,0.9,3.0,3.9,2.6,0.9,0.4,1.7,2.5,12.9,,5.90
E'Twaun Moore,mooreet01,etwaun-moore-1,2011,55,2008-09,Purdue,Big Ten,37,36,33.0,5.1,12.0,.422,3.6,7.5,.473,1.5,4.5,.337,2.2,2.8,.762,1.1,3.5,4.6,3.0,1.1,0.4,2.6,2.5,13.8,,7.17
E'Twaun Moore,mooreet01,etwaun-moore-1,2011,55,2009-10,Purdue,Big Ten,35,35,31.5,6.1,13.6,.445,4.6,9.4,.488,1.5,4.2,.349,2.9,3.9,.730,0.9,2.9,3.8,2.7,1.5,0.3,2.1,2.3,16.4,,8.81
E'Twaun Moore,mooreet01,etwaun-moore-1,2011,55,2010-11,Purdue,Big Ten,34,33,33.9,6.5,14.5,.447,4.4,9.4,.473,2.1,5.1,.400,2.9,4.1,.709,1.5,3.6,5.1,3.2,1.2,0.5,1.8,2.1,18.0,,8.69
Ater Majok,majokat01,ater-majok-1,2011,58,2009-10,UConn,Big East,26,22,14.7,1.0,2.3,.424,1.0,2.3,.424,0.0,0.0,,0.3,0.8,.409,1.2,1.8,3.0,0.2,0.2,1.6,0.8,2.0,2.3,,9.15
Isaiah Thomas,thomais02,isaiah-thomas-1,2011,60,2008-09,Washington,Pac-10,35,34,28.4,5.1,12.3,.418,4.0,8.5,.475,1.1,3.8,.291,4.1,5.9,.686,0.7,2.3,3.0,2.6,1.1,0.1,2.6,1.9,15.5,,8.19
Isaiah Thomas,thomais02,isaiah-thomas-1,2011,60,2009-10,Washington,Pac-10,35,35,31.1,5.3,12.8,.415,3.5,7.1,.486,1.9,5.7,.327,4.5,6.1,.732,0.6,3.3,3.9,3.2,1.1,0.1,2.4,1.9,16.9,,7.49
Isaiah Thomas,thomais02,isaiah-thomas-1,2011,60,2010-11,Washington,Pac-10,35,35,31.9,5.4,12.1,.445,3.7,7.1,.512,1.7,4.9,.349,4.3,6.0,.719,0.7,2.8,3.5,6.1,1.3,0.1,3.0,2.1,16.8,,7.74
Anthony Davis,davisan02,anthony-davis-1,2012,1,2001-02,Austin Peay,OVC,32,24,25.8,4.2,9.9,.418,2.8,6.1,.467,1.3,3.8,.341,1.6,2.4,.654,1.3,2.1,3.3,1.6,1.5,0.3,1.9,2.3,11.2,,-1.01
Anthony Davis,davisan02,anthony-davis-1,2012,1,2002-03,Austin Peay,OVC,31,30,29.4,5.2,12.4,.419,4.2,8.8,.471,1.0,3.5,.291,2.6,3.6,.708,1.6,3.1,4.7,2.4,1.6,0.4,2.5,2.5,14.0,,-1.98
Anthony Davis,davisan02,anthony-davis-1,2012,1,2003-04,Austin Peay,OVC,32,32,30.1,4.5,10.3,.441,3.5,7.0,.496,1.1,3.3,.324,2.7,3.5,.775,1.4,2.9,4.3,2.4,1.4,0.2,1.4,1.7,12.8,,-1.38
Anthony Davis,davisan02,anthony-davis-1,2012,1,2004-05,Austin Peay,OVC,29,29,35.6,5.7,13.9,.406,4.6,10.2,.451,1.1,3.8,.284,2.9,3.8,.755,1.5,3.7,5.2,2.8,1.7,0.6,2.2,2.3,15.2,,-1.97
Michael Kidd-Gilchrist,kiddgmi01,michael-kidd-gilchrist-1,2012,2,2011-12,Kentucky,SEC,40,39,31.1,4.0,8.2,.491,3.7,6.9,.535,0.3,1.3,.255,3.6,4.8,.745,2.6,4.9,7.4,1.9,1.0,0.9,2.2,2.4,11.9,,7.93
Bradley Beal,bealbr01,bradley-beal-1,2012,3,2011-12,Florida,SEC,37,37,34.2,4.7,10.6,.445,3.0,5.6,.541,1.7,5.0,.339,3.6,4.7,.769,1.4,5.4,6.7,2.2,1.4,0.8,2.1,2.1,14.8,,7.33
Dion Waiters,waitedi01,dion-waiters-1,2012,4,2010-11,Syracuse,Big East,34,0,16.3,2.3,5.6,.411,1.5,3.1,.476,0.8,2.5,.329,1.1,1.4,.813,0.4,1.2,1.6,1.5,1.1,0.1,0.9,1.4,6.6,,8.79
Dion Waiters,waitedi01,dion-waiters-1,2012,4,2011-12,Syracuse,Big East,37,0,24.1,4.6,9.6,.476,3.5,6.6,.529,1.1,3.1,.363,2.3,3.2,.729,0.5,1.8,2.3,2.5,1.8,0.3,1.3,1.9,12.6,,8.02
Thomas Robinson,robinth01,thomas-robinson-2,2012,5,2009-10,Kansas,Big 12,33,1,7.2,1.0,2.1,.485,1.0,2.1,.485,0.0,0.0,,0.5,1.3,.395,1.0,1.6,2.7,0.3,0.2,0.5,0.8,1.3,2.5,,8.25
Thomas Robinson,robinth01,thomas-robinson-2,2012,5,2010-11,Kansas,Big 12,33,2,14.6,3.1,5.1,.601,3.1,5.1,.601,0.0,0.0,,1.5,2.9,.510,2.2,4.2,6.4,0.6,0.4,0.7,1.3,2.0,7.6,,7.62
Thomas Robinson,robinth01,thomas-robinson-2,2012,5,2011-12,Kansas,Big 12,39,39,31.8,6.7,13.3,.505,6.5,12.9,.505,0.2,0.4,.500,4.2,6.1,.682,2.9,9.0,11.9,1.8,1.1,0.9,2.7,2.7,17.7,,9.93
Damian Lillard,lillada01,damian-lillard-1,2012,6,2008-09,Weber State,Big Sky,31,26,29.4,3.8,8.8,.434,2.3,4.6,.490,1.6,4.2,.374,2.2,2.6,.841,0.3,3.6,3.9,2.9,1.1,0.2,2.3,2.5,11.5,,-2.39
Damian Lillard,lillada01,damian-lillard-1,2012,6,2009-10,Weber State,Big Sky,31,31,34.3,6.0,13.8,.431,3.3,6.9,.470,2.7,6.9,.393,5.3,6.2,.853,0.4,3.7,4.0,3.6,1.1,0.1,2.4,1.9,19.9,,-1.04
Damian Lillard,lillada01,damian-lillard-1,2012,6,2010-11,Weber State,Big Sky,10,9,28.5,4.9,11.2,.438,3.0,5.7,.526,1.9,5.5,.345,6.0,7.0,.857,0.6,3.2,3.8,3.3,1.4,0.2,2.8,2.3,17.7,,-1.74
Damian Lillard,lillada01,damian-lillard-1,2012,6,2011-12,Weber State,Big Sky,32,32,34.5,7.2,15.5,.467,4.3,8.3,.517,2.9,7.2,.409,7.1,8.0,.887,0.5,4.5,5.0,4.0,1.5,0.2,2.3,1.9,24.5,,-3.65
Harrison Barnes,barneha02,harrison-barnes-1,2012,7,2010-11,UNC,ACC,37,36,29.4,5.6,13.4,.421,3.8,8.2,.470,1.8,5.3,.344,2.5,3.4,.750,2.0,3.8,5.8,1.4,0.7,0.4,1.9,1.9,15.6,,10.14
Harrison Barnes,barneha02,harrison-barnes-1,2012,7,2011-12,UNC,ACC,38,37,29.2,6.0,13.7,.440,4.7,10.1,.469,1.3,3.6,.358,3.7,5.1,.723,1.9,3.3,5.2,1.1,1.1,0.3,1.9,1.8,17.1,,7.07
Terrence Ross,rosste01,terrence-ross-1,2012,8,2010-11,Washington,Pac-10,34,4,17.4,3.0,6.8,.443,1.7,3.1,.552,1.3,3.7,.352,0.7,1.0,.758,0.9,2.0,2.8,1.0,0.6,0.4,0.7,2.0,8.0,,7.74
Terrence Ross,rosste01,terrence-ross-1,2012,8,2011-12,Washington,Pac-12,35,35,31.1,6.1,13.4,.457,4.1,7.9,.518,2.1,5.5,.371,2.1,2.7,.766,1.4,5.1,6.4,1.4,1.3,0.9,2.0,2.8,16.4,,5.27
Andre Drummond,drumman01,andre-drummond-1,2012,9,2011-12,UConn,Big East,34,30,28.4,4.6,8.6,.538,4.6,8.5,.541,0.0,0.1,.000,0.8,2.6,.295,3.4,4.2,7.6,0.4,0.8,2.7,1.5,2.2,10.0,,8.07
Austin Rivers,riverau01,austin-rivers-1,2012,10,2011-12,Duke,ACC,34,33,33.2,5.1,11.8,.433,3.4,7.1,.477,1.7,4.7,.365,3.6,5.4,.658,0.6,2.8,3.4,2.1,1.0,0.0,2.3,2.2,15.5,,8.40
Meyers Leonard,leoname01,meyers-leonard-1,2012,11,2010-11,Illinois,Big Ten,33,1,8.2,0.8,1.8,.483,0.8,1.7,.491,0.0,0.0,.000,0.4,0.5,.706,0.3,0.9,1.2,0.2,0.2,0.4,0.8,1.5,2.1,,11.11
Meyers Leonard,leoname01,meyers-leonard-1,2012,11,2011-12,Illinois,Big Ten,32,29,31.8,5.3,9.1,.584,5.3,8.8,.604,0.0,0.3,.091,2.9,4.0,.732,2.3,5.9,8.2,1.3,0.5,1.9,2.1,2.9,13.6,,7.99
Jeremy Lamb,lambje01,jeremy-lamb-1,2012,12,2010-11,UConn,Big East,41,40,27.8,4.4,9.1,.487,3.3,6.1,.546,1.1,3.0,.368,1.1,1.4,.797,1.2,3.2,4.5,1.6,0.9,0.6,1.3,1.6,11.1,,10.44
Jeremy Lamb,lambje01,jeremy-lamb-1,2012,12,2011-12,UConn,Big East,34,34,37.2,6.4,13.4,.478,4.3,7.1,.601,2.1,6.2,.336,2.9,3.6,.810,0.9,3.9,4.9,1.7,1.2,0.6,2.0,1.7,17.7,,8.07
Kendall Marshall,marshke01,kendall-marshall-1,2012,13,2010-11,UNC,ACC,37,20,24.6,2.1,4.9,.420,1.5,3.5,.434,0.5,1.4,.385,1.6,2.3,.690,0.2,1.9,2.1,6.2,1.1,0.1,2.5,1.4,6.2,,10.14
Kendall Marshall,marshke01,kendall-marshall-1,2012,13,2011-12,UNC,ACC,36,35,33.0,2.9,6.3,.467,2.1,4.1,.527,0.8,2.2,.354,1.5,2.2,.696,0.2,2.4,2.6,9.8,1.2,0.2,2.8,1.6,8.1,,7.07
John Henson,hensojo01,john-henson-1,2012,14,2009-10,UNC,ACC,37,12,15.8,2.4,4.9,.486,2.3,4.4,.515,0.1,0.5,.222,0.9,2.0,.438,1.6,2.8,4.4,0.9,0.7,1.6,1.2,1.1,5.7,,9.83
John Henson,hensojo01,john-henson-1,2012,14,2010-11,UNC,ACC,37,36,26.7,4.9,9.8,.500,4.9,9.7,.506,0.0,0.2,.167,1.8,3.8,.482,3.2,6.9,10.1,0.8,0.6,3.2,2.1,1.8,11.7,,10.14
John Henson,hensojo01,john-henson-1,2012,14,2011-12,UNC,ACC,35,34,29.1,5.9,11.7,.500,5.9,11.7,.500,0.0,0.0,,2.0,3.9,.511,2.5,7.4,9.9,1.3,0.6,2.9,1.3,1.6,13.7,,7.07
Maurice Harkless,harklma01,maurice-harkless-1,2012,15,2011-12,St. John's (NY),Big East,32,32,36.1,6.0,13.3,.452,5.5,10.9,.506,0.5,2.5,.215,2.9,4.3,.676,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5,,6.98
Royce White,whitero03,royce-white-1,2012,16,2011-12,Iowa State,Big 12,34,33,31.5,5.1,9.6,.534,5.0,9.3,.541,0.1,0.4,.333,3.0,6.0,.498,2.5,6.8,9.3,5.0,1.2,0.9,3.8,2.6,13.4,,7.32
Tyler Zeller,zellety01,tyler-zeller-1,2012,17,2008-09,UNC,ACC,15,2,7.8,1.1,2.4,.472,1.1,2.4,.472,0.0,0.0,,0.9,1.1,.765,0.7,1.3,2.0,0.2,0.2,0.2,0.5,1.3,3.1,,8.35
Tyler Zeller,zellety01,tyler-zeller-1,2012,17,2009-10,UNC,ACC,27,0,17.3,3.7,7.1,.521,3.7,7.0,.526,0.0,0.1,.000,1.9,2.7,.722,1.9,2.7,4.6,0.3,0.5,0.9,1.3,1.8,9.3,,9.83
Tyler Zeller,zellety01,tyler-zeller-1,2012,17,2010-11,UNC,ACC,37,35,28.1,5.7,10.4,.549,5.7,10.4,.549,0.0,0.0,,4.4,5.7,.759,2.9,4.4,7.2,0.6,0.7,1.2,1.4,2.7,15.8,,10.14
Tyler Zeller,zellety01,tyler-zeller-1,2012,17,2011-12,UNC,ACC,38,38,28.2,5.8,10.5,.553,5.8,10.5,.553,0.0,0.0,,4.8,5.9,.808,3.8,5.8,9.6,0.9,0.9,1.5,1.9,2.7,16.3,,7.07
Terrence Jones,joneste01,terrence-jones-1,2012,18,2010-11,Kentucky,SEC,38,35,31.5,5.4,12.3,.442,4.7,10.2,.465,0.7,2.1,.329,4.1,6.4,.646,2.4,6.4,8.8,1.6,1.1,1.9,2.0,2.4,15.7,,8.91
Terrence Jones,joneste01,terrence-jones-1,2012,18,2011-12,Kentucky,SEC,38,34,29.3,4.7,9.3,.500,4.2,8.0,.528,0.4,1.3,.327,2.6,4.2,.627,2.5,4.6,7.2,1.3,1.3,1.8,1.6,2.4,12.3,,7.93
Andrew Nicholson,nichoan01,andrew-nicholson-1,2012,19,2008-09,St. Bonaventure,A-10,30,25,25.1,5.1,8.5,.602,5.1,8.5,.604,0.0,0.0,.000,2.3,3.7,.613,2.1,3.9,6.0,0.2,0.6,2.7,2.1,3.3,12.5,,-1.12
Andrew Nicholson,nichoan01,andrew-nicholson-1,2012,19,2009-10,St. Bonaventure,A-10,30,30,30.2,6.6,11.7,.564,6.6,11.7,.564,0.0,0.0,,3.2,4.2,.760,2.4,4.7,7.1,0.5,0.2,1.8,1.8,3.0,16.4,,1.96
Andrew Nicholson,nichoan01,andrew-nicholson-1,2012,19,2010-11,St. Bonaventure,A-10,31,31,33.8,7.6,13.4,.571,7.5,12.6,.589,0.2,0.7,.261,5.3,7.5,.711,1.7,5.6,7.3,1.0,0.5,1.5,3.2,3.0,20.8,,1.73
Andrew Nicholson,nichoan01,andrew-nicholson-1,2012,19,2011-12,St. Bonaventure,A-10,32,32,30.1,6.9,12.0,.571,6.2,10.4,.593,0.7,1.7,.434,4.0,5.2,.776,2.6,5.8,8.4,1.0,0.7,2.0,2.5,2.8,18.5,,2.84
Jared Sullinger,sullija01,jared-sullinger-1,2012,21,2010-11,Ohio State,Big Ten,37,36,31.7,6.0,11.1,.541,5.9,10.8,.550,0.1,0.3,.250,5.1,7.2,.704,3.5,6.6,10.2,1.2,1.0,0.5,1.6,2.4,17.2,,8.38
